# Train        Test        
    0.207002     0.162327 
    0.204772     0.162916 
    0.211862     0.171655 
    0.215955     0.162978 
    0.221245     0.166948 
    0.223023     0.180512 
    0.222236     0.164868 
    0.216132     0.172433 
    0.210593     0.173040 
    0.201525     0.154411 
    0.202631     0.152610 
    0.204863     0.167566 
    0.204260     0.167352 
    0.211500     0.167151 
    0.217052     0.175937 
    0.224323     0.175558 
    0.222512     0.178239 
    0.224651     0.184805 
    0.218800     0.167306 
    0.217470     0.179844 
    0.210125     0.173281 
    0.204710     0.166007 
    0.204669     0.167720 
    0.202417     0.174386 
    0.208851     0.179446 
    0.210603     0.165515 
    0.214463     0.162718 
    0.222632     0.182532 
    0.229372     0.174853 
    0.222058     0.153680 
    0.214238     0.173646 
    0.212670     0.172895 
    0.206595     0.178554 
    0.205121     0.192067 
    0.200776     0.155835 
    0.208107     0.160780 
    0.208002     0.163550 
    0.215558     0.174413 
    0.220951     0.171953 
    0.223397     0.172940 
    0.221921     0.169890 
    0.216737     0.164480 
    0.212256     0.143223 
    0.204033     0.161566 
    0.199303     0.166671 
    0.205534     0.149927 
    0.208081     0.166800 
    0.207475     0.175632 
    0.211302     0.182125 
    0.221442     0.177891 
    0.229430     0.185368 
    0.221704     0.176133 
    0.220095     0.166099 
    0.216907     0.162665 
    0.207988     0.174667 
    0.205546     0.181178 
    0.203817     0.172979 
    0.203592     0.160160 
    0.208810     0.166897 
    0.211946     0.162142 
    0.221136     0.179373 
    0.222512     0.174722 
    0.227207     0.175470 
    0.222391     0.170122 
    0.219841     0.169270 
    0.208288     0.179486 
    0.208239     0.170391 
    0.206638     0.150888 
    0.203886     0.164322 
    0.204951     0.173750 
    0.212837     0.186186 
    0.214502     0.180239 
    0.224895     0.177671 
    0.226895     0.173060 
    0.222896     0.177018 
    0.220811     0.154772 
    0.219295     0.162244 
    0.210794     0.161926 
    0.205200     0.155240 
    0.206362     0.155585 
    0.203866     0.152054 
    0.209530     0.154783 
    0.210236     0.170832 
    0.220666     0.171786 
    0.225436     0.180950 
    0.227906     0.186004 
    0.226931     0.183180 
    0.216904     0.184137 
    0.209895     0.158552 
    0.204212     0.150960 
    0.205617     0.156617 
    0.206650     0.137144 
    0.209911     0.161033 
    0.214414     0.176497 
    0.215891     0.173241 
    0.221848     0.173765 
    0.225256     0.169339 
    0.222417     0.168857 
    0.217459     0.173407 
    0.213906     0.168095 
    0.209652     0.178887 
    0.204826     0.166623 
    0.209986     0.181070 
    0.206751     0.168718 
    0.204960     0.173889 
    0.219417     0.175297 
    0.221141     0.186863 
    0.226847     0.176443 
    0.221240     0.169551 
    0.217149     0.177816 
    0.216584     0.177832 
    0.205641     0.155791 
    0.204270     0.180252 
    0.208976     0.168909 
    0.207335     0.176035 
    0.210510     0.160672 
    0.216615     0.165491 
    0.221733     0.177318 
    0.228046     0.176368 
    0.230259     0.171278 
    0.222958     0.157228 
    0.218066     0.179054 
    0.215540     0.150786 
    0.207203     0.165137 
    0.209904     0.167485 
    0.205048     0.159537 
    0.211934     0.171253 
    0.216809     0.173984 
    0.221015     0.183554 
    0.225181     0.182387 
    0.227479     0.169657 
    0.231055     0.174994 
    0.221783     0.161061 
    0.213366     0.172327 
    0.207182     0.166475 
    0.205475     0.150823 
    0.201055     0.167178 
    0.207814     0.142159 
    0.209959     0.168523 
    0.216431     0.169802 
    0.224655     0.180717 
    0.227233     0.187949 
    0.226662     0.186471 
    0.227204     0.172029 
    0.215100     0.176137 
    0.216153     0.167435 
    0.206956     0.178001 
    0.205403     0.171460 
    0.208671     0.173028 
    0.209431     0.178794 
    0.214923     0.173804 
    0.222104     0.171969 
    0.227223     0.181925 
    0.230435     0.165237 
    0.227333     0.173826 
    0.217341     0.173208 
    0.216381     0.164085 
    0.208760     0.171700 
    0.204651     0.168692 
    0.205768     0.155471 
    0.205567     0.182312 
    0.212023     0.164140 
    0.219783     0.182256 
    0.223038     0.186486 
    0.231915     0.184308 
    0.227768     0.183352 
    0.225180     0.179174 
    0.212639     0.161151 
    0.212244     0.155119 
    0.207222     0.166560 
    0.202480     0.182875 
    0.212042     0.158604 
    0.213485     0.165465 
    0.223940     0.173640 
    0.223898     0.173826 
    0.236072     0.170535 
    0.234915     0.163072 
    0.227599     0.177087 
    0.218324     0.166704 
    0.213624     0.166120 
    0.208206     0.163653 
    0.207343     0.158525 
    0.203890     0.163951 
    0.210190     0.161993 
    0.214005     0.161022 
    0.219047     0.154454 
    0.222746     0.176991 
    0.230341     0.178420 
    0.230166     0.173025 
    0.223771     0.152804 
    0.220679     0.179349 
    0.205651     0.163787 
    0.208671     0.180947 
    0.212061     0.149475 
    0.207364     0.180182 
    0.218438     0.174880 
    0.219154     0.176964 
    0.228592     0.178039 
    0.232945     0.169744 
    0.229067     0.165487 
    0.226288     0.159460 
    0.223899     0.165746 
    0.212356     0.156603 
    0.209476     0.164258 
    0.204525     0.171507 
    0.211378     0.160843 
    0.212043     0.164650 
    0.219913     0.157030 
    0.223627     0.166432 
    0.233233     0.176512 
    0.235072     0.172418 
    0.225704     0.173765 
    0.221623     0.166607 
    0.214147     0.155103 
    0.207837     0.165819 
    0.208519     0.171370 
    0.208511     0.143265 
    0.212978     0.167124 
    0.219774     0.174658 
    0.225633     0.160659 
    0.225805     0.167756 
    0.234625     0.175773 
    0.231123     0.189261 
    0.222012     0.167269 
    0.220253     0.174646 
    0.212970     0.162235 
    0.207357     0.154947 
    0.210985     0.177585 
    0.209874     0.170912 
    0.213684     0.174662 
    0.219649     0.180558 
    0.225255     0.171197 
    0.234788     0.176269 
    0.234531     0.186282 
    0.227711     0.173119 
    0.221256     0.162712 
    0.213013     0.152075 
    0.211784     0.152438 
    0.209665     0.165473 
    0.209582     0.162947 
    0.218876     0.178390 
    0.219151     0.181243 
    0.229198     0.173564 
    0.231707     0.173064 
    0.234583     0.181175 
    0.226194     0.170428 
    0.220063     0.170226 
    0.214045     0.158102 
    0.211375     0.159175 
    0.207824     0.170488 
    0.205828     0.169039 
    0.206930     0.159011 
    0.219160     0.181090 
    0.224582     0.171925 
    0.224814     0.193419 
    0.231887     0.179267 
    0.230208     0.182976 
    0.224062     0.177287 
    0.215951     0.183399 
    0.213915     0.159198 
    0.205781     0.166911 
    0.210456     0.151844 
    0.208068     0.166537 
    0.215952     0.166531 
    0.218446     0.170173 
    0.226829     0.170890 
    0.228796     0.178413 
    0.231638     0.160331 
    0.229497     0.188210 
    0.222103     0.157231 
    0.218746     0.164555 
    0.213702     0.158666 
    0.213208     0.151804 
    0.207468     0.162178 
    0.214413     0.166572 
    0.222108     0.168581 
    0.227113     0.187572 
    0.228814     0.176688 
    0.234526     0.167027 
    0.228988     0.178506 
    0.223405     0.165744 
    0.212667     0.163000 
    0.211639     0.179767 
    0.202007     0.163097 
    0.212476     0.166532 
    0.213122     0.165393 
    0.216243     0.173988 
    0.225907     0.176669 
    0.229030     0.178321 
    0.239740     0.180489 
    0.234133     0.174032 
    0.232384     0.167979 
    0.217668     0.165126 
    0.209509     0.157591 
    0.205147     0.165943 
    0.209381     0.174346 
    0.210432     0.165806 
    0.216899     0.173090 
    0.223103     0.166249 
    0.228899     0.168297 
    0.237070     0.182345 
    0.234250     0.170297 
    0.225386     0.185261 
    0.221158     0.171800 
    0.214762     0.173129 
    0.209875     0.154865 
    0.210955     0.167445 
    0.210916     0.163558 
    0.208399     0.157231 
    0.216160     0.179869 
    0.226157     0.167423 
    0.231258     0.185351 
    0.230687     0.173958 
    0.231067     0.177696 
    0.224954     0.171557 
    0.211096     0.181525 
    0.210146     0.170127 
    0.211037     0.174652 
    0.207150     0.151134 
    0.209161     0.167999 
    0.217092     0.180372 
    0.226672     0.171470 
    0.227309     0.180325 
    0.234895     0.172866 
    0.231637     0.160701 
    0.224460     0.172441 
    0.220528     0.151863 
    0.215365     0.155425 
    0.213657     0.176543 
    0.209437     0.174078 
    0.213197     0.170293 
    0.217178     0.165863 
    0.227719     0.178406 
    0.234383     0.172779 
    0.237273     0.182968 
    0.233277     0.183239 
    0.231964     0.175589 
    0.222458     0.159565 
    0.209466     0.173198 
    0.209941     0.178274 
    0.209949     0.161652 
    0.210494     0.166872 
    0.216033     0.149934 
    0.224447     0.177026 
    0.228112     0.186618 
    0.235986     0.183951 
    0.238088     0.183423 
    0.234919     0.171585 
    0.229980     0.160601 
    0.221781     0.172464 
    0.216440     0.170345 
    0.214920     0.161464 
